treeID,CI,CIVE,CRI1,IF,GLI,NGBDI,MGRVI,RGBVI,ExG,ExR,EXGR,NRed,NBlue,NGreen,HUE,INT,VARIgreen
342,0.050728,5.304471,0.000218,-50.192915,0.007789,-0.005068,-0.010135,0.015942,6.248237,92.458110,-86.209873,0.340242,0.322951,0.336807,0.863909,201.365773,-0.009663
343,0.066038,6.407543,0.000426,-36.992740,0.012920,-0.003931,-0.007860,0.026567,8.177715,78.480113,-70.302398,0.341809,0.319086,0.339105,0.953351,166.259991,-0.007215
344,0.062484,6.343748,0.000306,-42.118617,0.008884,-0.007021,-0.014038,0.018364,6.217207,86.527504,-80.310296,0.342082,0.320616,0.337302,0.849782,183.267513,-0.013219
345,0.133226,0.867492,0.000855,-20.676677,0.029415,-0.005451,-0.010899,0.062364,20.170663,99.733992,-79.563329,0.350405,0.302989,0.346606,0.954698,179.964739,-0.009685
346,0.101469,6.194533,0.000390,-27.333451,0.007866,-0.018195,-0.036373,0.017235,5.978843,100.779408,-94.800564,0.349342,0.313816,0.336841,0.698139,192.348378,-0.033429
347,0.214600,-4.201540,0.002913,-6.334073,0.087042,0.030342,0.060591,0.180212,40.401975,74.609027,-34.207052,0.351255,0.275533,0.373212,1.260493,114.490362,0.049173
348,0.065597,6.820420,0.000276,-40.083095,0.007309,-0.009370,-0.018737,0.015206,5.343305,87.073219,-81.729915,0.342961,0.320448,0.336592,0.771701,181.894112,-0.017719
349,0.042682,5.815632,0.000331,-49.719928,0.013898,0.003077,0.006152,0.028093,8.929478,75.492525,-66.563047,0.337449,0.322993,0.339558,1.068473,169.354960,0.005718
350,0.246134,-10.127767,0.002640,-6.073415,0.087254,0.021468,0.042886,0.183724,50.977433,100.533992,-49.556559,0.357659,0.268984,0.373357,1.174259,145.361542,0.034080
351,0.089935,5.744753,0.000379,-28.273736,0.010017,-0.013024,-0.026035,0.021234,7.541608,95.124118,-87.582511,0.346750,0.315447,0.337804,0.792898,186.848613,-0.023945
352,0.101456,7.992824,0.000369,-30.124031,0.004527,-0.021534,-0.043038,0.010571,3.245416,95.147250,-91.901834,0.350138,0.314511,0.335351,0.632876,180.613540,-0.039621
353,0.036012,4.314348,0.000210,-51.294334,0.011058,0.001965,0.003930,0.022299,8.760226,87.170945,-78.410719,0.336944,0.324789,0.338267,1.107896,198.057358,0.003810
354,0.036968,5.506501,0.000169,-62.453055,0.007149,-0.002185,-0.004370,0.014485,5.726375,88.736812,-83.010437,0.337995,0.325486,0.336520,0.940864,200.362012,-0.004212
355,0.242605,-11.404456,0.002403,-5.892150,0.088095,0.023481,0.046906,0.184541,53.370945,102.968688,-49.597743,0.356540,0.269714,0.373747,1.201898,150.099671,0.037048
356,0.227586,-10.047449,0.002289,-6.502075,0.084293,0.023783,0.047498,0.176249,50.351199,99.200282,-48.849083,0.354696,0.273356,0.371947,1.197387,147.812882,0.038397
357,0.286896,-7.124247,0.003016,-5.129623,0.084608,0.007173,0.014332,0.182400,45.571227,101.946968,-56.375740,0.366781,0.261118,0.372101,1.090098,135.303244,0.011040
358,0.078172,4.698533,0.000501,-26.353043,0.017727,-0.002256,-0.004511,0.036391,11.834979,83.086883,-71.251904,0.342826,0.315911,0.341263,1.013319,170.063470,-0.004060
359,0.041632,4.215728,0.000205,-50.628593,0.009869,-0.000657,-0.001313,0.019979,8.117066,92.027362,-83.910296,0.338182,0.324083,0.337735,1.027941,205.648331,-0.001242
360,0.162080,-3.901124,0.001362,-11.597647,0.052551,0.010042,0.020076,0.109405,33.600846,95.257828,-61.656982,0.350047,0.292782,0.357171,1.132192,162.744711,0.017097
361,0.202874,-7.847965,0.001585,-8.135945,0.062843,0.009174,0.018338,0.132247,42.598025,108.341326,-65.743300,0.355368,0.282725,0.361908,1.133288,168.734368,0.015383
362,0.032846,3.081422,0.000191,-51.284002,0.011503,0.003218,0.006435,0.023154,9.779972,92.658956,-82.878984,0.336297,0.325237,0.338466,1.177311,212.400094,0.006231
363,0.253691,-10.325446,0.002377,-6.115467,0.082352,0.014340,0.028660,0.174989,50.703808,108.070804,-57.366996,0.360565,0.268384,0.371052,1.150486,152.995769,0.022782
364,0.051032,3.250275,0.000272,-37.587295,0.013551,0.000617,0.001235,0.027466,10.950635,92.519041,-81.568406,0.338971,0.321644,0.339385,1.075857,201.904090,0.001207
365,0.057728,4.280539,0.000274,-38.310651,0.011178,-0.003478,-0.006955,0.022822,8.891396,93.313963,-84.422567,0.340688,0.320990,0.338322,0.943544,199.934650,-0.006562
366,0.278917,-9.160382,0.003363,-4.908666,0.098891,0.023820,0.047564,0.209502,51.094499,94.697320,-43.602821,0.361294,0.259862,0.378844,1.193642,127.425482,0.037137
367,0.042809,4.447602,0.000278,-43.986367,0.013296,0.002470,0.004939,0.026843,9.686883,84.482370,-74.795487,0.337597,0.323130,0.339273,1.123322,188.820404,0.004689
368,0.316644,-16.327481,0.003269,-4.302512,0.107470,0.021386,0.042721,0.230468,65.626234,118.177997,-52.551763,0.366869,0.250145,0.382986,1.157985,150.268453,0.031888
369,0.191115,-6.697054,0.002358,-7.199736,0.085096,0.034890,0.069677,0.174829,44.390691,78.950353,-34.559661,0.347188,0.280512,0.372301,1.270374,128.208745,0.057259
370,0.245519,-11.494784,0.002253,-5.653968,0.085138,0.019789,0.039558,0.178811,53.328632,105.788434,-52.459803,0.357838,0.269865,0.372297,1.178619,152.809121,0.031371
371,0.232591,-9.482829,0.002244,-6.595753,0.081234,0.019286,0.038545,0.170723,49.009873,100.438364,-51.428491,0.356486,0.273008,0.370505,1.183416,148.446168,0.030999
372,0.330363,-11.750409,0.002905,-4.383854,0.086044,-0.004373,-0.008745,0.191372,54.684062,128.022285,-73.338223,0.376064,0.251168,0.372768,1.025553,155.791725,-0.006503
373,0.259901,-7.565179,0.002183,-6.128302,0.069746,-0.000004,-0.000009,0.150624,43.856135,113.245698,-69.389563,0.365124,0.269751,0.365125,1.048344,157.712741,-0.000009
374,0.259846,-9.680107,0.002664,-5.382752,0.089028,0.019550,0.039059,0.187886,50.662906,100.184485,-49.521580,0.359813,0.266035,0.374152,1.172000,140.377527,0.030746
375,0.267135,-5.880834,0.002372,-6.119209,0.068699,-0.003131,-0.006260,0.149245,41.040903,108.621157,-67.580254,0.366887,0.268441,0.364673,1.018248,148.661025,-0.005322
376,0.271586,-8.397965,0.002723,-5.322088,0.084695,0.011731,0.023446,0.180866,47.901269,102.359944,-54.458674,0.363505,0.264380,0.372115,1.123883,139.685943,0.018446
377,0.274727,-12.314133,0.003046,-4.750241,0.103159,0.029591,0.059106,0.216492,57.428773,98.673343,-41.244570,0.358933,0.260220,0.380847,1.217602,135.573578,0.045574
378,0.242399,-7.918368,0.002738,-5.840668,0.088863,0.024307,0.048559,0.186049,47.324401,90.423413,-43.099013,0.356304,0.269593,0.374103,1.208782,131.755524,0.038418
379,0.087886,7.824504,0.000291,-37.943447,0.002676,-0.019837,-0.039646,0.006531,2.129760,97.116502,-94.986742,0.348104,0.317370,0.334526,0.605768,191.397273,-0.036828
380,0.220748,-6.250001,0.003644,-5.657313,0.106087,0.047883,0.095391,0.217220,45.921016,70.529196,-24.608181,0.347297,0.270399,0.382304,1.284959,107.982134,0.075846
381,0.218971,-10.135478,0.003250,-5.638446,0.109147,0.051471,0.102591,0.222990,53.404795,77.405360,-24.000564,0.346083,0.270157,0.383760,1.376661,120.876822,0.081355
382,0.250878,-9.307755,0.002503,-5.529848,0.086233,0.019370,0.038710,0.181392,49.640339,98.655853,-49.015515,0.358635,0.268546,0.372819,1.172659,140.866479,0.030557
383,0.314177,-11.464825,0.004264,-4.156133,0.115719,0.030524,0.060912,0.245679,57.279267,95.236389,-37.957123,0.363959,0.249111,0.386930,1.203028,122.124118,0.045630
384,0.292239,-13.551846,0.003116,-4.605351,0.102843,0.024006,0.047937,0.218300,59.727786,107.836671,-48.108886,0.362883,0.256379,0.380738,1.182963,142.777621,0.036701
385,0.322377,-5.970367,0.002563,-4.935048,0.065656,-0.022538,-0.045027,0.150681,41.211566,128.311142,-87.099577,0.380087,0.256701,0.363212,0.926249,156.054067,-0.033995
386,0.150617,8.591946,0.000538,-19.849949,0.003414,-0.035772,-0.071431,0.010309,2.540197,107.137094,-104.596897,0.359744,0.305401,0.334855,0.578455,180.360602,-0.063596
387,0.170905,-5.066169,0.001597,-9.414989,0.062135,0.017346,0.034674,0.128602,37.657264,90.442595,-52.785331,0.349247,0.289180,0.361573,1.189079,152.008933,0.029343
388,0.215588,-6.183701,0.002538,-6.279512,0.084646,0.027705,0.055301,0.175459,43.562130,83.409467,-39.847337,0.352053,0.275863,0.372084,1.132577,127.381657,0.044952
389,0.225716,-10.256340,0.002460,-6.253648,0.089935,0.030091,0.060105,0.186766,51.479549,93.287729,-41.808181,0.352665,0.272725,0.374610,1.254585,141.377527,0.047985
390,0.137253,-4.586307,0.001247,-13.135038,0.054524,0.018836,0.037645,0.111802,35.002821,89.521298,-54.518477,0.344758,0.297152,0.358090,1.243129,161.948754,0.032183
391,0.252682,-9.106726,0.002789,-5.427831,0.091181,0.023786,0.047512,0.191300,49.823695,94.563329,-44.739633,0.357717,0.267106,0.375177,1.196649,135.032440,0.037368
392,0.254652,-6.841486,0.002920,-5.505706,0.088217,0.020209,0.040379,0.185832,45.446043,89.676259,-44.230216,0.358951,0.267276,0.373774,1.177371,127.293765,0.031792
393,0.247883,-11.154175,0.002407,-5.847385,0.087008,0.020755,0.041471,0.183367,53.015515,104.258956,-51.243441,0.358086,0.268707,0.373207,1.167995,149.051716,0.033201
394,0.250483,-10.989317,0.002484,-5.766133,0.087699,0.020802,0.041550,0.184616,52.612130,104.039492,-51.427362,0.358321,0.268121,0.373558,1.181016,149.104372,0.032855
395,0.056997,4.115444,0.000345,-37.168451,0.014681,0.000190,0.000380,0.029868,10.732017,87.016361,-76.284344,0.339774,0.320330,0.339896,1.057769,187.920545,0.000411
396,0.089721,6.353306,0.000382,-30.551355,0.008906,-0.014086,-0.028160,0.019025,6.420310,93.761918,-87.341608,0.346969,0.315723,0.337308,0.752866,184.385990,-0.026000
397,0.281048,-13.415516,0.003110,-4.747855,0.104045,0.028582,0.057071,0.218978,59.387870,103.628209,-44.240339,0.360039,0.258640,0.381321,1.206085,141.402915,0.043576
398,0.281048,-13.415516,0.003110,-4.747855,0.104045,0.028582,0.057071,0.218978,59.387870,103.628209,-44.240339,0.360039,0.258640,0.381321,1.206085,141.402915,0.043576
399,0.241184,-7.328938,0.002160,-6.271823,0.073528,0.009270,0.018535,0.155912,44.172073,102.327221,-58.155148,0.360122,0.273013,0.366865,1.113145,147.969911,0.014848
400,0.128707,6.651666,0.000500,-21.097012,0.008361,-0.024930,-0.049817,0.019192,6.193230,103.788152,-97.594922,0.354327,0.308611,0.337063,0.673126,184.901740,-0.044857
401,0.225156,-5.405113,0.001945,-6.926852,0.065307,0.005547,0.011090,0.138404,39.355430,100.676164,-61.320733,0.359050,0.277915,0.363035,1.092851,149.644570,0.009135
402,0.235650,-12.870590,0.002577,-5.683307,0.096671,0.034141,0.068161,0.200455,57.101551,98.249083,-41.147532,0.352792,0.269413,0.377796,1.270138,146.255289,0.053919
403,0.212506,-6.687364,0.002011,-7.601804,0.071138,0.014813,0.029610,0.149226,42.368124,96.220310,-53.852186,0.355078,0.279137,0.365785,1.165768,147.833568,0.024114
404,0.269430,-8.940735,0.003563,-4.961371,0.102579,0.030429,0.060683,0.214951,50.706629,90.194922,-39.488293,0.358100,0.261237,0.380663,1.208493,124.969441,0.046829
405,0.294086,-14.202188,0.003197,-4.517667,0.105916,0.026601,0.053130,0.224311,61.297602,107.456135,-46.158533,0.362362,0.255442,0.382197,1.195070,142.261401,0.040470
406,0.221393,-7.139707,0.001955,-7.279101,0.069969,0.011179,0.022341,0.147531,43.121298,101.614951,-58.493653,0.357156,0.277611,0.365233,1.132583,151.789845,0.018215
407,0.235692,-5.395217,0.002751,-6.272768,0.081816,0.019093,0.038139,0.171776,41.771509,87.449365,-45.677856,0.356859,0.272351,0.370790,1.167579,128.552891,0.030454
408,0.205894,-2.887860,0.003484,-6.283841,0.095760,0.041550,0.082888,0.196488,38.976744,63.573422,-24.596678,0.347235,0.275414,0.377351,1.202538,99.589147,0.067097
409,0.266387,-7.427344,0.002674,-5.458807,0.082548,0.011124,0.022241,0.175973,45.912553,98.920169,-53.007616,0.362916,0.265986,0.371098,1.117281,136.636577,0.017395
410,0.217391,-4.999858,0.002471,-6.617407,0.079503,0.021975,0.043915,0.165694,40.980254,82.850494,-41.870240,0.353761,0.276567,0.369672,1.211937,126.025388,0.035581
411,0.255701,-9.625382,0.002540,-5.536052,0.086153,0.017828,0.035625,0.181925,50.138223,101.700987,-51.562764,0.359737,0.267462,0.372800,1.163136,143.582040,0.028109
412,0.225183,-8.766268,0.002317,-6.197440,0.082737,0.023092,0.046136,0.172479,47.882934,95.105501,-47.222567,0.354425,0.274391,0.371184,1.208342,142.902210,0.037173
413,0.212793,-2.230653,0.002486,-6.815617,0.073166,0.016950,0.033862,0.152764,35.176305,78.942736,-43.766432,0.354496,0.278805,0.366699,1.169014,120.336624,0.027768
414,0.315982,-9.473732,0.003288,-4.360065,0.092634,0.006638,0.013251,0.201892,51.205924,110.198307,-58.992384,0.371034,0.253088,0.375878,1.090792,137.173954,0.010542
415,0.289282,-9.005178,0.002587,-5.084643,0.080012,0.001886,0.003770,0.173664,48.495063,113.432158,-64.937094,0.368516,0.261581,0.369902,1.059919,149.173484,0.002963
416,0.237231,-5.572499,0.002305,-6.408473,0.072912,0.009647,0.019270,0.154752,41.039492,96.518195,-55.478702,0.359671,0.273740,0.366590,1.125686,139.488011,0.015953
417,0.186874,-5.277929,0.002083,-7.477959,0.075246,0.026233,0.052421,0.155102,40.692525,81.340197,-40.647673,0.348862,0.283480,0.367659,1.267953,131.722144,0.043461
418,0.303366,-12.136733,0.002947,-4.523077,0.094444,0.012332,0.024649,0.203266,56.297602,113.103244,-56.805642,0.367530,0.255756,0.376714,1.116168,145.606488,0.018792
419,0.257961,-10.451243,0.003458,-4.973570,0.108242,0.039467,0.078733,0.224760,54.203103,86.433286,-32.230183,0.354169,0.262517,0.383314,1.281179,123.726375,0.061230
420,0.251663,-9.823272,0.002744,-5.739156,0.088847,0.021459,0.042856,0.187475,50.747532,100.305219,-49.557687,0.358438,0.267462,0.374100,1.152036,142.081335,0.034227
421,0.316736,-10.083893,0.002561,-4.807787,0.077143,-0.009243,-0.018480,0.172037,50.356841,128.680113,-78.323272,0.375485,0.255938,0.368577,0.996817,159.033850,-0.013992
422,0.186558,-4.430791,0.001868,-8.447160,0.066396,0.017300,0.034573,0.138024,37.620592,87.324965,-49.704372,0.351218,0.285228,0.363554,1.193339,141.246827,0.029018
423,0.283525,-15.283109,0.003440,-4.541860,0.115974,0.039862,0.079555,0.242295,64.454161,98.952891,-34.498731,0.357289,0.255685,0.387026,1.266448,134.891866,0.060585
424,0.313325,-11.168038,0.003507,-4.323449,0.100944,0.015903,0.031782,0.217165,55.238364,105.866291,-50.627927,0.367891,0.252281,0.379827,1.131167,135.000470,0.023875
425,0.262863,-10.862182,0.003367,-4.915630,0.107113,0.036915,0.073683,0.223140,54.953456,89.077010,-34.123554,0.355485,0.261765,0.382750,1.250992,126.060179,0.057238
426,0.278132,-9.310439,0.002871,-5.365462,0.086971,0.011987,0.023950,0.186368,49.708039,105.827080,-56.119041,0.364376,0.262397,0.373227,1.124171,143.056888,0.018656
427,0.287509,-12.860007,0.002738,-4.812580,0.093560,0.016086,0.032155,0.199677,57.297602,112.500987,-55.203385,0.364366,0.259337,0.376297,1.140626,149.950165,0.024718
428,0.266668,-8.363007,0.002623,-5.434187,0.083278,0.011692,0.023364,0.177725,47.641749,102.929196,-55.287447,0.362913,0.265642,0.371445,1.126781,141.082746,0.018592
429,0.248164,-11.284075,0.002066,-5.902239,0.077846,0.011630,0.023250,0.164995,51.693935,114.654161,-62.960226,0.360407,0.270706,0.368887,1.127504,163.669958,0.018532
430,0.222394,-4.871031,0.001430,-8.193111,0.048884,-0.010318,-0.020621,0.106286,34.923836,120.840339,-85.916502,0.362976,0.281578,0.355446,0.975909,178.261401,-0.016428
431,0.199002,-5.457494,0.001757,-8.672995,0.062149,0.009508,0.019005,0.130681,38.300423,99.420310,-61.119887,0.354816,0.283585,0.361599,1.121568,157.051246,0.015984
432,0.245234,-5.113320,0.003786,-5.331958,0.101280,0.036081,0.072018,0.210194,43.558533,73.016361,-29.457828,0.353475,0.266546,0.379979,1.263762,106.998119,0.056595
433,0.245234,-5.113320,0.003786,-5.331958,0.101280,0.036081,0.072018,0.210194,43.558533,73.016361,-29.457828,0.353475,0.266546,0.379979,1.263762,106.998119,0.056595
434,0.244744,-0.500203,0.001697,-7.481707,0.044721,-0.020684,-0.041336,0.099529,27.843441,109.407334,-81.563893,0.368511,0.277955,0.353534,0.893875,153.474847,-0.033466
435,0.248943,-8.323433,0.002567,-5.998873,0.083018,0.016548,0.033068,0.175280,47.207334,98.881805,-51.674471,0.359207,0.269442,0.371350,1.156451,141.901740,0.026039
436,0.248530,-8.164724,0.002136,-6.343083,0.071555,0.005098,0.010181,0.152963,45.059238,111.591819,-66.532581,0.362265,0.271760,0.365976,1.081356,158.394922,0.008181
437,0.248979,-9.334034,0.002293,-6.049263,0.079052,0.012478,0.024938,0.167812,48.517630,106.581382,-58.063752,0.360398,0.270136,0.369466,1.140113,151.649741,0.020063
438,0.304010,-10.509437,0.003113,-4.531046,0.094038,0.011725,0.023439,0.202576,53.260931,107.458956,-54.198025,0.367786,0.255692,0.376522,1.113126,138.551011,0.017859
439,0.291403,-5.215924,0.002736,-5.213865,0.073678,-0.005177,-0.010348,0.161818,41.078984,105.740197,-64.661213,0.370821,0.262239,0.366940,1.020481,137.026328,-0.007780
440,0.278965,-7.516495,0.002982,-5.064492,0.087371,0.012328,0.024644,0.186757,46.881944,97.260648,-50.378704,0.364282,0.262356,0.373362,1.123979,130.944444,0.019225
441,0.291330,-5.410577,0.002230,-5.544487,0.060815,-0.018078,-0.036115,0.136625,39.090268,123.746403,-84.656135,0.374327,0.264714,0.360959,0.936976,159.868359,-0.028012
442,0.308493,-12.562127,0.002972,-4.574424,0.094198,0.010434,0.020856,0.203870,57.167842,116.218336,-59.050494,0.368853,0.254533,0.376614,1.107872,147.535026,0.015964
443,0.276489,-1.916870,0.003749,-6.534815,0.063344,-0.011861,-0.023692,0.142446,32.926657,101.386460,-68.459803,0.371084,0.266676,0.362241,0.976083,138.628115,-0.018220
444,0.289936,-9.554853,0.002292,-5.428396,0.073161,-0.005347,-0.010688,0.160868,48.293371,125.018900,-76.725529,0.370714,0.262576,0.366710,1.019678,163.267513,-0.008046
445,0.298017,-4.417185,0.004130,-4.581361,0.096872,0.016350,0.032683,0.207306,42.390691,81.775740,-39.385049,0.365692,0.256441,0.377867,1.139219,107.156088,0.024927
446,0.314352,-11.253450,0.003388,-4.411131,0.098341,0.012896,0.025773,0.212542,55.194640,108.953738,-53.759097,0.368930,0.252471,0.378598,1.116436,137.740009,0.019412
447,0.291602,-9.999643,0.003004,-4.814194,0.091815,0.013083,0.026142,0.196897,51.889986,106.155712,-54.265726,0.365800,0.258712,0.375487,1.125445,139.312647,0.020194
448,0.143476,5.978834,0.000591,-18.146108,0.010529,-0.026752,-0.053446,0.024244,7.915374,107.014951,-99.099577,0.356671,0.305297,0.338032,0.692974,185.025858,-0.047408
449,0.370759,-16.221841,0.004290,-3.365863,0.119156,0.016967,0.033895,0.260736,67.272214,120.065444,-52.793230,0.375601,0.235843,0.388557,1.125203,138.314998,0.024622
450,0.302414,-13.675451,0.002785,-4.791619,0.090766,0.008757,0.017503,0.196439,58.313117,123.394076,-65.080959,0.368467,0.256519,0.375014,1.096276,159.792196,0.013269
451,0.289668,-7.898010,0.002312,-5.476385,0.068901,-0.009510,-0.019012,0.152370,44.768688,123.063188,-78.294499,0.371769,0.263510,0.364721,0.990123,160.350729,-0.014664
452,0.319940,-12.443508,0.002714,-4.701337,0.084623,-0.002782,-0.005563,0.187440,55.579690,130.215515,-74.635825,0.374217,0.253666,0.372117,1.032763,161.377527,-0.004136
453,0.330045,-11.872945,0.003054,-4.264440,0.090266,0.000056,0.000110,0.199219,55.427362,123.960508,-68.533145,0.374730,0.250510,0.374760,1.048239,151.257640,0.000137
454,0.384623,-18.413138,0.004241,-3.222766,0.121071,0.014622,0.029222,0.266782,71.816643,128.515092,-56.698449,0.378225,0.232291,0.389484,1.111686,145.082276,0.020912
455,0.358101,-11.146296,0.003784,-3.958894,0.098718,-0.000060,-0.000116,0.220454,55.488011,119.037800,-63.549788,0.378900,0.242324,0.378776,1.051338,137.771979,0.000217
456,0.268360,-7.298282,0.002523,-5.697624,0.077300,0.005175,0.010347,0.166223,44.936530,104.905501,-59.968970,0.364847,0.266499,0.368654,1.080798,143.321580,0.008101
457,0.418579,-12.646745,0.004036,-3.014017,0.095666,-0.021821,-0.043587,0.225942,58.466855,145.027080,-86.560226,0.394215,0.228455,0.377330,0.954562,150.621063,-0.030919
458,0.332444,-9.721556,0.003225,-4.499702,0.087212,-0.003967,-0.007931,0.194398,51.069111,119.504654,-68.435543,0.376351,0.250302,0.373347,1.029343,145.315468,-0.005817
459,0.373004,-6.153354,0.002838,-3.819434,0.065056,-0.038244,-0.076358,0.156885,42.070522,144.238646,-102.168124,0.391846,0.245249,0.362905,0.860691,158.937000,-0.056450
460,0.363502,-10.602164,0.003720,-3.656456,0.093151,-0.007079,-0.014148,0.209812,53.734838,123.759661,-70.024824,0.381494,0.242398,0.376107,1.013628,142.738599,-0.010343
461,0.308471,-9.411034,0.003244,-4.534337,0.092814,0.009071,0.018129,0.201132,51.128350,106.884626,-55.756276,0.369237,0.254807,0.375957,1.100983,135.515750,0.013986
462,0.353555,-10.817344,0.004275,-3.586561,0.109658,0.012776,0.025527,0.239204,55.912553,105.535120,-49.622567,0.374242,0.241795,0.383963,1.107314,124.925247,0.018660
463,0.290608,-4.096743,0.002703,-5.134695,0.071068,-0.007421,-0.014834,0.156111,38.722144,103.640621,-64.918477,0.371204,0.263093,0.365703,1.004338,134.613070,-0.011411
